index,published,extreme,topic,domain,language,valid,title,description,url,image,archive,content,en,de,la,country,ipcc,continent
7ab710dc1c21f81118c88611f2cb5055,2025-12-04T09:03:13Z,Earthquake,,www.newsit.gr,el,0.6,Google: «Σεισμός τώρα» η δημοφιλέστερη αναζήτηση στην Ελλάδα για το 2025,"Το Year in Search 2025 της Google παρουσιάζει τις αναζητήσεις με τη μεγαλύτερη αύξηση ενδιαφέροντος στην Ελλάδα, κάτι που αποτυπώνει μεταξύ άλλων το τι κέντρισε ... 
To άρθρο Google: «Σεισμός τώρα» η δημοφιλέστερη αναζήτηση στην Ελλάδα για το 2025 δημοσιεύτηκ…",https://www.newsit.gr/ellada/google-seismos-tora-i-dimofilesteri-anazitisi-stin-ellada-gia-to-2025/4542715/,https://www.newsit.gr/wp-content/uploads/2025/12/google-search-1-1200x630.jpg,http://web.archive.org/web/20251210102719/https://www.newsit.gr/ellada/google-seismos-tora-i-dimofilesteri-anazitisi-stin-ellada-gia-to-2025/4542715/,"Year in Search 2025 Google , .
 Google « », « 2025», « » « 2025», « 2025», , viral «Labubu».
 , , , , Ozzy Osbourne, David Lynch, . , Eurobasket , . « », « », «Squid Game», «Nosferatu» «Anora», , (… [+1191 chars]","Google: ""Earthquake now"" the most popular search in Greece for 2025. Google's Year in Search 2025 presents the searches with the greatest increase in interest in Greece, which captures, among other things, what sparked ... The article Google: ""Earthquake now"" the most popular search in Greece for 2025 was published…","Google: „Erdbeben jetzt“ ist die beliebteste Suchanfrage in Griechenland für 2025. Googles Jahr der Suche 2025 stellt die Suchanfragen mit dem größten Anstieg des Interesses in Griechenland dar und erfasst unter anderem, was ... 
Der Google-Artikel: „Erdbeben jetzt“, die beliebteste Suche in Griechenland für 2025, wurde veröffentlicht...","Google: ""Terrae motus"" nunc maxime popularis in Graecia pro anno 2025. Inquisitiones Googles anno 2025 percontationes exhibet cum maximo faenore in Graecia, quae capit, inter alia, quae commoverunt.",Greece,MED,Europe
6f8a314a631c4d8a54a5f6c39baf33ca,2025-12-04T09:04:00Z,Earthquake,,www.protothema.gr,el,0.2,"Google: Τι έψαξαν περισσότερο οι Έλληνες το 2025, σεισμοί, ελληνικές ομάδες, celebrities, ΕΝΦΙΑ",Η ετήσια ανασκόπηση της Google για το 2025 σκιαγραφεί δύο βασικές τάσεις που χαρακτήρισαν το ενδιαφέρον των χρηστών | Σεισμός τώρα | Google | Ελλάδα,https://www.protothema.gr/greece/article/1737518/google-gia-seismous-ellinikes-omades-celebrities-kai-enfia-epsaxan-perissotero-oi-ellines-to-2025/,https://www.protothema.gr/images/640x360share/jpg/files/2025-10-16/google.jpg,http://web.archive.org/web/20251204115420/https://www.protothema.gr/greece/article/1737518/google-gia-seismous-ellinikes-omades-celebrities-kai-enfia-epsaxan-perissotero-oi-ellines-to-2025/,"Year in Search 2025Google , -. , « », « 2025», « » « 2025». « 2025», «Labubu» .
, , . , , Ozzy Osbourne, David Lynch, ., Eurobasket , , . , « », « », «Squid Game», «Nosferatu» «Anora». , , « » « ».
… [+776 chars]","Google: What did Greeks search for the most in 2025, earthquakes, Greek groups, celebrities, ENFIA. Google's Annual Review to 2025 Outlines Two Key Trends That Characterized User Interest | Earthquake now | Google | Greece","Google: Wonach suchten die Griechen im Jahr 2025 am häufigsten: Erdbeben, griechische Gruppen, Prominente, ENFIA. Googles Jahresrückblick bis 2025 skizziert zwei wichtige Trends, die das Nutzerinteresse prägten | Erdbeben jetzt | Google | Griechenland","Google: Quid Graeci maxime anno 2025 quaesiverunt, terrae motus, coetus Graecorum, celebritates, ENFIA. Google's Annual Review to 2025 Outlines Two Key Trends That Characterized User Interest | Terrae motus nunc | Google | Graecia",Greece,MED,Europe
db69141684e3513086cfef836ec8c56d,2025-12-04T13:36:04Z,Precipitation,,tirol.orf.at,de,0.8,Wettersommer war abwechslungsreich,"Das Wetter in den Alpen war im heurigen Sommer von Hitzephasen im Juni und August und stark schwankenden Niederschlagsmengen gekennzeichnet. Im Alpenraum von Österreich, der Schweiz und Deutschland war das es das vierte Sommerhalbjahr, das im Vergleich zum vi…",https://tirol.orf.at/stories/3332754/,https://ibs.orf.at/tir?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2025%2F49%2F78%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F2856468_master_1103078_111.jpg%3Fs%3D1b820ad7a0d677294e3d30c59acb64b9ce0f50a2,http://web.archive.org/web/20251204135608/https://tirol.orf.at/stories/3332754/,"Die Temperatur lag im Durchschnitt um 0,7 bis 0,8 Grad über dem Mittel der Jahre 1991 bis 2020. Allerdings war die Temperatur sehr unterschiedlich. Auf einen verbreitet kühlen Mai folgte ein heißer J… [+2145 chars]","Summer weather was varied. The weather in the Alps this summer was characterized by heat phases in June and August and strongly fluctuating amounts of precipitation. In the Alpine region of Austria, Switzerland and Germany, this was the fourth summer half of the year, which compared to the fourth…","Wettersommer war abwechslungsreich. Das Wetter in den Alpen war im heurigen Sommer von Hitzephasen im Juni und August und stark schwankenden Niederschlagsmengen gekennzeichnet. Im Alpenraum von Österreich, der Schweiz und Deutschland war das es das vierte Sommerhalbjahr, das im Vergleich zum vi…","Aestas tempestas varia erat. Tempestas in Alpibus aestatis huius aestatis tempore Iunio et Augusto insignita est ac valde fluctuans copiae praecipitationis. In regione Alpina Austriae, Helvetiae et Germaniae, haec erat quarta pars aestatis mediae anni, quae quarta ... comparatur.",Germany,WCE,Europe
1492fd1f3d423287b1bfaf809776d6e6,2025-12-04T15:16:00Z,Storm,,www.protothema.gr,el,0.8,"Ισχυρή καταιγίδα στην Αττική, πώς θα κινηθεί η κακοκαιρία Byron τις επόμενες ώρες","Μεγάλα ύψη βροχής στην Πελοπόννησο, την Πιερία και την Αττική - Διυπουργική σύσκεψη συγκάλεσε ο Κεφαλογιάννης: Η χώρα μπαίνει σε ένα διήμερο έντονης κακοκαιρίας | Καιρός | Καιρός αύριο | Αθήνα | Ελλάδα",https://www.protothema.gr/greece/article/1737774/ishuri-kataigida-stin-attiki-pos-tha-kinithei-i-kakokairia-tis-epomenes-ores/,https://www.protothema.gr/images/640x360share/jpg/files/2025-12-04/broxiattiki-xrm.jpg,http://web.archive.org/web/20251204185510/https://www.protothema.gr/greece/article/1737774/ishuri-kataigida-stin-attiki-pos-tha-kinithei-i-kakokairia-tis-epomenes-ores/,"«yron», 17:00. :
 : , , , BYRON . .
, , (......) , .
 :
, ., .. .
, , , 
, ., , , , , .
 « , , , , .  . , ».
 , 
, (4/12), , .
/ Meteo.gr , . 16:00 109.6 mm, 101.2 mm.","Strong storm in Attica, how the Byron storm will move in the next few hours. Heavy rain in the Peloponnese, Pieria and Attica - Interministerial meeting convened by Kefalogiannis: The country enters a two-day period of severe bad weather | Weather | Weather tomorrow | Athens | Greece","Starker Sturm in Attika, wie sich der Byron-Sturm in den nächsten Stunden entwickeln wird. Starker Regen auf dem Peloponnes, Pieria und Attika – Von Kefalogiannis einberufenes interministerielles Treffen: Das Land tritt in eine zweitägige Periode schweren Unwetters ein | Wetter | Wetter morgen | Athen | Griechenland","Tempestas valida in Attica, quomodo tempestas Byron paucis horis movetur. Pluviae graves in Peloponneso, Pieria et Attica - Congressus interministerialis a Kefalogiannis convocatus: Regionem intrat duorum dierum spatio tempestatibus gravibus | Tempestas | Tempestas cras | Athenae | Graecia",Greece,MED,Europe
bc9018b460ea0608f484e1719f05ca47,2025-12-04T16:58:00Z,Precipitation,,www.protothema.gr,el,1.0,Κακοκαιρία Byron στη Λακωνία: Σοβαρά προβλήματα στον δήμο Ευρώτα με πλημμύρες και κατολισθήσεις,Επιμένει το απόγευμα της Πέμπτης η βροχόπτωση με έντονα φαινόμενα στον δήμο Μονεμβασιάς | Κακοκαιρία | Λακωνία | Πλημμύρα | Ελλάδα,https://www.protothema.gr/greece/article/1737861/kakokairia-sti-lakonia-sovara-provlimata-ston-dimo-eurota-me-plimmures-kai-katolisthiseis/,https://www.protothema.gr/images/640x360share/jpeg/files/2025-12-04/lakonia_flood.jpeg,http://web.archive.org/web/20251206131626/https://www.protothema.gr/greece/article/1737861/kakokairia-sti-lakonia-sovara-provlimata-ston-dimo-eurota-me-plimmures-kai-katolisthiseis/,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video",Bad weather Byron in Laconia: Serious problems in the municipality of Evrota with floods and landslides. Heavy rain persisted on Thursday afternoon in the municipality of Monemvasia Bad weather | Laconia | Flood | Greece,Schlechtes Wetter Byron in Lakonien: Ernsthafte Probleme in der Gemeinde Evrota mit Überschwemmungen und Erdrutschen. Am Donnerstagnachmittag kam es in der Gemeinde Monemvasia zu starken Regenfällen. Schlechtes Wetter | Lakonien | Überschwemmung | Griechenland,Tempestates Byron in Laconia: magnae difficultates in municipio Evrota cum inundationibus et prosternuntur. Imber gravis perstitit die Iovis post meridiem in municipio Monemvasia Tempestatibus | Laconia | Diluvium | Graecia,Greece,MED,Europe
58a519a0fb25a8252b8376d81226357c,2025-12-04T17:15:00Z,Precipitation,,www.protothema.gr,el,1.0,"Στη Βλυχάδα το μεγαλύτερο ύψος βροχής στην Αττική, στα 45 χιλιοστά έφτασε στο Γκάζι, δείτε τον χάρτη του Meteo","Στα 76 χιλιοστά η βροχή στα Βίλια, μέχρι τις 6 το απόγευμα - Πώς είχε διαμορφωθεί κατάσταση στην υπόλοιπη χώρα μέχρι τις 4 | Κακοκαιρία | Βροχόπτωση | Ύψος | Αττική | Ελλάδα",https://www.protothema.gr/greece/article/1737870/kakokairia-sti-vluhada-to-megalutero-upsos-vrohis-stin-attiki-deite-ton-harti-tou-meteo/,https://www.protothema.gr/images/640x360share/jpg/files/2025-12-04/vroxi-dromoi.jpg,http://web.archive.org/web/20251204185434/https://www.protothema.gr/greece/article/1737870/kakokairia-sti-vluhada-to-megalutero-upsos-vrohis-stin-attiki-deite-ton-harti-tou-meteo/,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video","In Vlychada, the highest amount of rain in Attica, at 45 millimeters, reached Gazi, see the Meteo map. At 76 millimeters of rain in Villas, until 6 in the afternoon - How was the situation in the rest of the country until 4 | Bad weather | Precipitation | Height | Attica | Greece","In Vlychada erreichte Gazi mit 45 Millimetern die höchste Regenmenge Attikas, siehe Meteo-Karte. Bei 76 Millimetern Regen in Villas, bis 18 Uhr nachmittags – Wie war die Lage im Rest des Landes bis 16 Uhr | Schlechtes Wetter | Niederschlag | Höhe | Attika | Griechenland","In Vlychada, pluviae summae in Attica, ad 45 mm, Gazi perventum est, vide tabulam Meteorum. Ad 76 milliumtra pluviarum in Villas usque ad 6 meridiem - Quomodo in reliqua regione situm fuit usque ad 4 | Bad weather | Praecipitatio | Height | Attica | Graecia",Greece,MED,Europe
9086067b12920b01374ba3aea2f55a2a,2025-12-05T06:23:54Z,Precipitation,,www.protothema.gr,el,1.0,Κακοκαιρία Byron: Ο Κολυδάς εξηγεί γιατί δημιουργούνται «σιντριβάνια» στα φρεάτια μετά από έντονη βροχόπτωση,"«Σε κάθε βροχή με ραγδαιότητα, ξεκινά η κουβέντα για τα φρεάτια. Τα φρεάτια σε τέτοια φαινόμενα, απλά ΔΕΝ λειτουργούν» αναφέρει σε ανάρτησή του ο Θοδωρής Κολυδάς | Θοδωρής Κολυδάς | Φρεάτιο | Βροχή | Κακοκαιρία | Καλλιθέα | Ελλάδα",https://www.protothema.gr/greece/article/1738057/kakokairia-byron-o-koludas-exigei-giati-dimiourgoudai-sidrivania-sta-freatia-meta-apo-edoni-vrohoptosi/,https://www.protothema.gr/images/640x360share/jpg/files/2025-12-05/vroxi-kallithea-mak.jpg,http://web.archive.org/web/20251205075202/https://www.protothema.gr/greece/article/1738057/kakokairia-byron-o-koludas-exigei-giati-dimiourgoudai-sidrivania-sta-freatia-meta-apo-edoni-vrohoptosi/,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video","Bad weather Byron: Kolydas explains why ""fountains"" are created in wells after heavy rain. ""In every rain with rapidity, the conversation about wells begins. The wells in such phenomena simply do NOT work"" says Thodoris Kolidas in his post | Thodoris Kolidas | Well | Rain | Bad weather | Kallithea | Greece","Schlechtes Wetter Byron: Kolydas erklärt, warum nach starkem Regen in Brunnen „Brunnen“ entstehen. „Mit jedem Regensturm beginnt das Gespräch über Brunnen. Die Brunnen in solchen Phänomenen funktionieren einfach NICHT“, sagt Thodoris Kolidas in seinem Beitrag | Thodoris Kolidas | Nun ja | Regen | Schlechtes Wetter | Kallithea | Griechenland","Tempestates Byron: Kolydas explicat cur ""fontes"" in puteis post pluviam creantur. ""Cum omni nimbo, sermo de puteis incipit. Putei in his phaenomenis simpliciter non laborant"" dicit Thodoris Kolidas in statione sua | Thodoris Kolidas | Bene | Pluvia | Bad weather | Kallithea | Graecia",Greece,MED,Europe
4d3e63d20539b9896179681b27ab5e2d,2025-12-05T07:56:00Z,Storm,,www.protothema.gr,el,0.9,"Κολυδάς: Ρεκόρ βροχόπτωσης στο κέντρο της Αθήνας, τα ύψη βροχής στη Δυτική Αττική εξηγούν τις πλημμύρες",Η κακοκαιρία Byron συνεχίζει να σαρώνει την Ελλάδα | Καιρός | Κακοκαιρία | Καταιγίδα | Καιρός τώρα | Meteo | Ελλάδα,https://www.protothema.gr/greece/article/1738128/kakokairia-byron-i-dutiki-attiki-dehtike-ta-megalutera-upsi-vrohis-rekor-vrohoptosis-kai-sto-kedro-tis-athinas/,https://www.protothema.gr/images/640x360share/1/png/files/2025-12-05/%CF%83%CF%84%CE%B9%CE%B3%CE%BC%CE%B9%CE%BF%CF%84%CF%85%CF%80%CE%BF_%CE%BF%CE%B8%CE%BF%CE%BD%CE%B7%CF%82_2025-12-05_095347.png,http://web.archive.org/web/20251205080739/https://www.protothema.gr/greece/article/1738128/kakokairia-byron-i-dutiki-attiki-dehtike-ta-megalutera-upsi-vrohis-rekor-vrohoptosis-kai-sto-kedro-tis-athinas/,"GPS Plotter, , , , , VHF, , , .","Kolidas: Record rainfall in the center of Athens, the height of rain in Western Attica explains the floods. Bad weather Byron continues to sweep Greece | Weather | Bad weather | Storm | Weather now | Meteo | Greece","Kolidas: Rekordniederschläge im Zentrum Athens, die Regenhöhe in West-Attika erklärt die Überschwemmungen. Schlechtes Wetter Byron fegt weiterhin über Griechenland | Wetter | Schlechtes Wetter | Sturm | Wetter jetzt | Meteo | Griechenland","Kolidas: Record pluuiae in medio Atheniensium, imbres alti- tudines Atticae occidentalis explicat. tempestatibus Byron pergit Graeciam verrere | Tempestas | Bad weather | Storm | Tempestas nunc | Meteo | Graecia",Greece,MED,Europe
4afd0096c48a7a74e6419a6940b25c2f,2025-12-05T11:26:56Z,Thunderstorm,,www.protothema.gr,el,0.2,Καταιγίδα προστίμων 350 ευρώ για αυτά τα αξεσουάρ των αυτοκινήτων,"Σε μια περίοδο όπου η καθημερινότητα των οδηγών αλλάζει διαρκώς, πολλοί εξακολουθούν να αγνοούν βασικούς κανόνες που αφορούν το ίδιο τους το αυτοκίνητο. Η άγνοια για το τι επιτρέπεται και τι όχι αποδεικνύεται συχνά πιο επικίνδυνη από την ίδια την παράβαση. | …",https://www.protothema.gr/greece/article/1738269/kataigida-prostimon-350-euro-gia-auta-ta-axesouar-ton-autokiniton/,https://www.protothema.gr/images/640x360share/jpeg/files/2025-12-05/251201105058_klisi-troxaia-astynomia-police-prostimo-1200-1.jpeg,http://web.archive.org/web/20251205162618/https://www.protothema.gr/greece/article/1738269/kataigida-prostimon-350-euro-gia-auta-ta-axesouar-ton-autokiniton/,"GPS Plotter, , , , , VHF, , , .","Storm of 350 euro fines for these car accessories. In a period where the daily life of drivers is constantly changing, many are still unaware of basic rules concerning their own car. Ignorance of what is allowed and what is not is often more dangerous than the violation itself. | …","Sturm von 350 Euro Bußgeld für dieses Autozubehör. In einer Zeit, in der sich der Alltag der Autofahrer ständig verändert, sind vielen die Grundregeln für ihr eigenes Auto noch nicht bekannt. Unwissenheit darüber, was erlaubt ist und was nicht, ist oft gefährlicher als der Verstoß selbst. | …","Tempestas 350 euronis mulctarum ad has currus accessiones sunt. In periodo, ubi cotidiana vita rectorum perpetuo variatur, multi adhuc ignorant regulas fundamentales circa proprium currus. Ignorantia liciti et quod non, periculosior est quam ipsa violatio. | ...",Greece,MED,Europe
5085aa77161d698e063169487d2e2f33,2025-12-06T06:37:36Z,Earthquake,,www.protothema.gr,el,0.8,"Σεισμός 4,3 βαθμών της κλίμακας Ρίχτερ ανοικτά της Λακωνίας","Η σεισμική δόνηση καταγράφτηκε στις 06:47 στον θαλάσσιο χώρο, σε απόσταση κάπου 113 χιλιομέτρων νοτιοδυτικά του Γερολιμένα Λακωνίας | Σεισμός | Λακωνία | Ελλάδα",https://www.protothema.gr/greece/article/1738684/seismos-43-vathmon-tis-klimakas-rihter-anoikta-tis-lakonias/,https://www.protothema.gr/images/640x360share/jpg/files/2025-12-06/seismografos-arthro.jpg,http://web.archive.org/web/20251206065833/https://www.protothema.gr/greece/article/1738684/seismos-43-vathmon-tis-klimakas-rihter-anoikta-tis-lakonias/,"GPS Plotter, , , , , VHF, , , .","4.3 magnitude earthquake off Laconia. The seismic tremor was registered at 06:47 in the sea area, at a distance of about 113 kilometers southwest of Gerolimenas in Laconia | Earthquake | Laconia | Greece","Erdbeben der Stärke 4,3 vor Laconia. Das seismische Beben wurde um 06:47 Uhr im Meeresgebiet registriert, etwa 113 Kilometer südwestlich von Gerolimenas in Lakonien | Erdbeben | Lakonien | Griechenland","4.3 magnitudine terrae motus Laconicae. Tremor seismic relatus ad 06:47 in area maris, ad spatium circiter 113 chiliometrorum inter meridiem et Gerolimenas in Laconia | Terrae motus | Laconia | Graecia",Greece,MED,Europe
032f2ec68718d3ea3cd72df4ab131d28,2025-12-06T09:17:20Z,Precipitation,,www.protothema.gr,el,1.0,Meteo: Έπεσαν 265 χιλιοστά βροχής μέσα σε τρεις ημέρες στην Βλυχάδα Αττικής,Το ύψος βροχής ξεπέρασε τα 100 χιλιοστά σε 110 σταθμούς του Εθνικού Αστεροσκοπείου στην Ελλάδα | Καιρός | Κακοκαιρία | Βροχή | Βροχόπτωση | Meteo | Ελλάδα,https://www.protothema.gr/greece/article/1738765/meteo-epesan-265-hiliosta-vrohis-mesa-se-treis-imeres-stin-vluhada-attikis/,https://www.protothema.gr/images/640x360share/jpg/files/2025-12-06/broxh-ermou-athina.jpg,,"3 04-06/12., meteo.gr / , 100 110 , 80 179 60 266 . 
, 5 , 200 , 265 .meteo.gr .
 :","Meteo: 265 millimeters of rain fell in three days in Vlychada, Attica. The amount of rain exceeded 100 millimeters in 110 stations of the National Observatory in Greece | Weather | Bad weather | Rain | Precipitation | Meteo | Greece","Meteo: 265 Millimeter Regen fielen in drei Tagen in Vlychada, Attika. An 110 Stationen des Nationalen Observatoriums in Griechenland überschritt die Regenmenge 100 Millimeter | Wetter | Schlechtes Wetter | Regen | Niederschlag | Meteo | Griechenland","Meteo: in Vlychada Attica, Atticae, CCLXV millimetris pluviae tribus diebus ceciderunt. Copia pluviae 100 milliumtrorum in 110 stationes Nationalis Observatorii in Graecia exceditur | Tempestas | Bad weather | Pluvia | Praecipitatio | Meteo | Graecia",Greece,MED,Europe
11d5c528904b8a426705d6eddafaafd1,2025-12-06T11:14:32Z,Precipitation,,www.protothema.gr,el,0.3,Συνεδρίασε η Επιτροπή Εκτίμησης Κινδύνου: Μέχρι το απόγευμα θα συνεχιστούν τα φαινόμενα στη Θεσσαλία,Βροχοπτώσεις στην κεντρική και ανατολική Μακεδονία | Κακοκαιρία | Βροχόπτωση | Θεσσαλία | Ελλάδα,https://www.protothema.gr/greece/article/1738815/sunedriase-i-epitropi-ektimisis-kindunou-mehri-to-apogeuma-tha-sunehistoun-ta-fainomena-sti-thessalia/,https://www.protothema.gr/images/640x360share/jpg/files/2025-11-20/vroxi_autokinito.jpg,http://web.archive.org/web/20251206113824/https://www.protothema.gr/greece/article/1738815/sunedriase-i-epitropi-ektimisis-kindunou-mehri-to-apogeuma-tha-sunehistoun-ta-fainomena-sti-thessalia/,"To view this video please enable JavaScript, and consider upgrading to a



 web browser that supports HTML5 video",The Risk Assessment Committee met: until the afternoon the phenomena will continue in Thessaly. Rainfall in central and eastern Macedonia | Bad weather | Precipitation | Thessaly | Greece,Der Ausschuss für Risikobewertung tagte: Bis zum Nachmittag werden die Phänomene in Thessalien andauern. Niederschlag in Zentral- und Ostmakedonien | Schlechtes Wetter | Niederschlag | Thessalien | Griechenland,Risk Assessment Committee met: donec post meridiem phaenomena in Thessalia permanebunt. Pluvia in media Macedonia orientali et | Bad weather | Praecipitatio | Thessalia | Graecia,Greece,MED,Europe
a26ca889d95b09efbae310e623fe9e63,2025-12-06T20:51:00Z,Earthquake,,www.protothema.gr,el,0.9,"Σεισμός τώρα 4,7 Ρίχτερ στα Καλάβρυτα","Το επίκεντρο εντοπίζεται 6 χιλιόμετρα δυτικά - νοτιοδυτικά των Καλαβρύτων με εστιακό βάθος 24,3 χιλιόμετρα | Σεισμός | Σεισμός τώρα | Καλάβρυτα | Ελλάδα",https://www.protothema.gr/greece/article/1738944/seismos-tora-sta-kalavruta/,https://www.protothema.gr/images/640x360share/jpg/files/2025-12-06/xrwma-seismografos.jpg,,"To view this video please enable JavaScript, and consider upgrading to a
 web browser that supports HTML5 video",Earthquake now 4.7 Richter in Kalavryta. The epicenter is located 6 kilometers west-southwest of Kalavryta with a focal depth of 24.3 kilometers | Earthquake | Earthquake now | Kalavryta | Greece,"Erdbeben jetzt 4,7 Richter in Kalavryta. Das Epizentrum liegt 6 Kilometer westsüdwestlich von Kalavryta mit einer Fokustiefe von 24,3 Kilometern | Erdbeben | Erdbeben jetzt | Kalavryta | Griechenland",Terrae motus nunc 4.7 Richter in Kalavryta. Epicenter sita est 6 chiliometrorum occidentalis-meridiem Kalavrytae cum altitudine arx 24.3 chiliometrorum | Terrae motus | Terrae motus nunc | Kalavryta | Graecia,Greece,MED,Europe
401c1332f9200e83e5ae0f0709243c72,2025-12-07T05:50:36Z,Wildfire,,dialogos.com.cy,el,0.1,"Φονική πυρκαγιά σε club στην Ινδία: Τουλάχιστον 23 νεκροί, ανάμεσά τους και τουρίστες","Τουλάχιστον 23 άνθρωποι έχασαν τη ζωή τους ύστερα από πυρκαγιά που ξέσπασε σε πολυσύχναστο νυχτερινό κέντρο στην πολιτεία Γκόα, στη δυτική Ινδία, σύμφωνα με τον πρωθυπουργό της πολιτειακής κυβέρνησης Πραμόντ Σάβαντ και άλλους τοπικούς αξιωματούχους. Μεταξύ τω…",https://dialogos.com.cy/foniki-pyrkagia-se-ntiskotek-stin-india-toylachiston-23-nekroi-anamesa-toys-kai-toyristes/,https://dialogos.com.cy/wp-content/uploads/2025/12/cache_1300x500_Analog_medium_1362939_157717_25_12_07_0721201.jpg,,"© Dialogos Media Group - , , , / , , , , ( ) , , , , , .","Deadly club fire in India: At least 23 dead, among them tourists. At least 23 people have died after a fire ripped through a busy nightclub in the western Indian state of Goa, according to state government chief minister Pramod Sawad and other local officials. Among the…","Tödlicher Clubbrand in Indien: Mindestens 23 Tote, darunter Touristen. Nach Angaben des Regierungschefs des Bundesstaates Pramod Sawant und anderer örtlicher Beamter sind mindestens 23 Menschen ums Leben gekommen, nachdem ein Feuer in einem belebten Nachtclub im westindischen Bundesstaat Goa ausgebrochen war. Unter den…","Mortuus clava ignis in India: Saltem 23 mortui, inter eos peregrinatores. Saltem 23 homines mortui sunt postquam ignis per operosam nightclub in occidentis statu Goa Indico divulsus est, secundum statum rei publicae princeps minister Pramod Sawad ceterique magistratus locales. Inter…",India,SAS,Asia
718ef1477dbffbf170b394a7aeefab79,2025-12-07T09:57:21Z,Snow&Ice,,www.tagesspiegel.de,de,0.8,Mitgerissen und verschüttet: 19-Jähriger aus Deutschland stirbt bei Lawinenabgang in Tirol,Am Samstag wird ein 19-Jähriger von einer Lawine verschüttet. Der junge Mann sei bei dem Abgang ungesichert unterwegs gewesen. Sein 21 Jahre alter Begleiter war am Seil gesichert und überlebte.,https://www.tagesspiegel.de/gesellschaft/panorama/mitgerissen-und-verschuttet-19-jahriger-aus-deutschland-stirbt-bei-lawinenabgang-in-tirol-15026995.html,https://www.tagesspiegel.de/images/15027002/alternates/BASE_16_9_W1400/1765101340000/stubaier-gletscher.jpeg,,"Bei einem Lawinenabgang in Tirol ist ein 19-jähriger Deutscher ums Leben gekommen. Wie die österreichischen Behörden am Sonntag mitteilten, ereignete sich das Unglück am Samstagvormittag zwischen der… [+1174 chars]","Carried away and buried: 19-year-old from Germany dies in an avalanche in Tyrol. On Saturday, a 19-year-old was buried in an avalanche. The young man was unsecured when he left. His 21-year-old companion was secured to the rope and survived.",Mitgerissen und verschüttet: 19-Jähriger aus Deutschland stirbt bei Lawinenabgang in Tirol. Am Samstag wird ein 19-Jähriger von einer Lawine verschüttet. Der junge Mann sei bei dem Abgang ungesichert unterwegs gewesen. Sein 21 Jahre alter Begleiter war am Seil gesichert und überlebte.,Elatus et sepultus: XIX annos e Germania in Avalanche in Tyrolis moritur. Die Sabbati XIX annorum sepultus est in NIVIS. Insecuta est adulescens quando discessit. Socius eius XXI annorum funi factus est et supervixit.,Germany,WCE,Europe
1fb20e6d9f91c2ab82e44362b3bf8732,2025-12-08T05:30:37Z,Precipitation,,stadt-bremerhaven.de,de,0.8,Apple Wetter: Vorhersage „Niederschlag in der nächsten Stunde“ in Deutschland nutzbar,"Lange Zeit schon schielen Nutzer hierzulande neidisch in Richtung USA oder Großbritannien, wenn es um bestimmte Funktionen der Apple-Wetter-App geht. Besonders die präzisen Niederschlagsmitteilungen sind ein Feature, das viele vermissen. Immerhin hat sich ein…",https://stadt-bremerhaven.de/apple-wetter-vorhersage-niederschlag-in-der-naechsten-stunde-in-deutschland-nutzbar/,https://stadt-bremerhaven.de/wp-content/uploads/2025/12/apple-Wetter-App-Symbol-Blau.jpg,http://web.archive.org/web/20251208105452/https://stadt-bremerhaven.de/apple-wetter-vorhersage-niederschlag-in-der-naechsten-stunde-in-deutschland-nutzbar/,"Lange Zeit schon schielen Nutzer hierzulande neidisch in Richtung USA oder Großbritannien, wenn es um bestimmte Funktionen der Apple-Wetter-App geht. Besonders die präzisen Niederschlagsmitteilungen … [+2498 chars]","Apple Weather: “Precipitation in the next hour” forecast can be used in Germany. For a long time, users in this country have been looking enviously towards the USA or Great Britain when it comes to certain functions of the Apple weather app. The precise rainfall reports in particular are a feature that many miss. After all, there has been a…","Apple Wetter: Vorhersage „Niederschlag in der nächsten Stunde“ in Deutschland nutzbar. Lange Zeit schon schielen Nutzer hierzulande neidisch in Richtung USA oder Großbritannien, wenn es um bestimmte Funktionen der Apple-Wetter-App geht. Besonders die präzisen Niederschlagsmitteilungen sind ein Feature, das viele vermissen. Immerhin hat sich ein…","Lacus Tempestas: ""Praeceptio in hora proxima"" prospicere potest in Germania adhiberi. Diu usores in hac terra invidebant erga USA vel Magna Britanniam cum ad certa munera Apple tempestatis app. Imbribus accuratis relationes particulares sunt pluma quam multi fallunt. Post omnes, fuit…",Germany,WCE,Europe
